name,country,subcountry,geonameid
Kulgam,India,,1265734
Kukshi,India,,1265752
Kukatpally,India,,1265767
Kuju,India,,1265773
Kūdligi,India,,1265795
Kudachi,India,,1265811
Kuchera,India,,1265821
Kuchāman,India,,1265828
Kuchaiburi,India,,1265830
Krishnarājpet,India,,1265852
Krishnanagar,India,,1265859
Krishnagiri,India,,1265863
Kozhikode,India,,1265873
Koynanagar,India,,1265881
Kovvūr,India,,1265886
Kovūr,India,,1265888
Kovilpatti,India,,1265891
Kottūru,India,,1265905
Kottayam,India,,1265911
Kottagūdem,India,,1265938
Kotputli,India,,1265961
Kotma,India,,1265964
Kotharia,India,,1265989
Kotdwāra,India,,1266014
Kotapārh,India,,1266029
Kotamangalam,India,,1266031
Kotagiri,India,,1266038
Kota,India,,1266049
Kotā,India,,1266051
Kosigi,India,,1266070
Kosi,India,,1266073
Kosamba,India,,1266087
Korwai,India,,1266092
Koregaon,India,,1266116
Korba,India,,1266122
Koratla,India,,1266124
Korāput,India,,1266128
Koppal,India,,1266154
Kopargaon,India,,1266162
Kopāganj,India,,1266164
Konnūr,India,,1266178
Konnagar,India,,1266179
Kondapalle,India,,1266209
Kondagaon,India,,1266216
Konch,India,,1266217
Konārka,India,,1266220
Kolasib,India,,1266258
Kollegāl,India,,1266267
Kolhāpur,India,,1266285
Kolāras,India,,1266302
Kolār,India,,1266305
Colachel,India,,1266322
Kokrajhar,India,,1266330
Kohīma,India,,1266366
Koelwār,India,,1266372
Kodungallūr,India,,1266385
Kodoli,India,,1266390
Kodīnar,India,,1266397
Kodarmā,India,,1266414
Kodār,India,,1266416
Kodaikānāl,India,,1266425
Koch Bihār,India,,1266436
Koāth,India,,1266448
Kizhake Chālakudi,India,,1266452
Kithor,India,,1266461
Kishtwār,India,,1266475
Kishangarh,India,,1266486
Kishanganj,India,,1266489
Kīratpur,India,,1266509
Kiraoli,India,,1266510
Kinwat,India,,1266518
Kichha,India,,1266575
Khūtār,India,,1266596
Khusropur,India,,1266598
Khurja,India,,1266607
Khurda,India,,1266616
Khurai,India,,1266620
Khunti,India,,1266622
Khuldābād,India,,1266631
Khowai,India,,1266649
Khopoli,India,,1266666
Khirkiyān,India,,1266710
Khilchipur,India,,1266731
Khetri,India,,1266744
Khetia,India,,1266746
Kheri,India,,1266762
Kherālu,India,,1266774
Khekra,India,,1266794
Khedbrahma,India,,1266806
Kheda,India,,1266809
Khātra,India,,1266838
Khatīma,India,,1266843
Khātegaon,India,,1266847
Khatauli,India,,1266849
Khārupatia,India,,1266862
Kharsia,India,,1266872
Kharkhauda,India,,1266891
Khargone,India,,1266928
Khardah,India,,1266945
Kharar,India,,1266960
Kharakvasla,India,,1266966
Kharagpur,India,,1266975
Kharagpur,India,,1266976
Khāpa,India,,1267006
Khanna,India,,1267016
Khandwa,India,,1267031
Khandela,India,,1267044
Khānāpur,India,,1267065
Khammam,India,,1267076
Khāmgaon,India,,1267084
Khambhāt,India,,1267090
Khambhāliya,India,,1267091
Khamaria,India,,1267097
Khalīlābād,India,,1267115
Khali Kachigam,India,,1267116
Khajuraho Group of Monuments,India,,1267154
Khairāgarh,India,,1267173
Khairāgarh,India,,1267174
Khairābād,India,,1267175
Khair,India,,1267182
Khagaul,India,,1267187
Khagaria,India,,1267189
Khadki,India,,1267195
Khada,India,,1267202
Khāchrod,India,,1267203
Kesinga,India,,1267222
Keshorai Pātan,India,,1267226
Keshod,India,,1267227
Kesariyā,India,,1267231
Kerūr,India,,1267239
Kendrāparha,India,,1267283
Kenda,India,,1267290
Kemrī,India,,1267297
Kekri,India,,1267336
Kāyankulam,India,,1267360
Kayalpattinam,India,,1267361
Kawardha,India,,1267369
Kāvali,India,,1267394
Kattivākkam,India,,1267433
Kattanam,India,,1267435
Kātrās,India,,1267439
Kātpādi,India,,1267456
Kātoya,India,,1267457
Kātol,India,,1267461
Katihar,India,,1267480
Kathua,India,,1267486
Kāthor,India,,1267492
Kathlāl,India,,1267495
Katghora,India,,1267517
Katangi,India,,1267537
Katangi,India,,1267538
Kasrāwad,India,,1267558
Kāsībugga,India,,1267573
Kashipur,India,,1267579
Kāsganj,India,,1267588
Kāsaragod,India,,1267616
Karwar,India,,1267635
Karur,India,,1267648
Kartārpur,India,,1267669
Kurseong,India,,1267675
Karol Bāgh,India,,1267696
Karnāl,India,,1267708
Karmāla,India,,1267716
Kārkala,India,,1267739
Karjat,India,,1267742
Karīmnagar,India,,1267755
Karīmganj,India,,1267758
Karhal,India,,1267772
Karera,India,,1267786
Kareli,India,,1267794
Karauli,India,,1267819
Kāranja,India,,1267853
Karamsad,India,,1267862
Kāramadai,India,,1267869
Kāraikkudi,India,,1267885
Kāraikāl,India,,1267887
Karād,India,,1267904
Kapūrthala,India,,1267911
Kāpren,India,,1267923
Kapadvanj,India,,1267939
Kānth,India,,1267972
Kantai,India,,1267976
Kantābānji,India,,1267978
Kānt,India,,1267979
Kanpur,India,,1267995
Kannod,India,,1268007
Kanniyākumāri,India,,1268008
Kannauj,India,,1268011
Kānnangād,India,,1268015
Kannad,India,,1268020
Kānker,India,,1268031
Kānke,India,,1268032
Kankauli,India,,1268035
Kanigiri,India,,1268059
Kangayam,India,,1268095
Kandukūr,India,,1268111
Kāndla,India,,1268124
Kāndi,India,,1268135
Kāndhla,India,,1268138
Kanchipuram,India,,1268159
Kānkānhalli,India,,1268189
Kāmthi,India,,1268205
Kampli,India,,1268214
Cumbum,India,,1268246
Kāmārhāti,India,,1268257
Kāmāreddi,India,,1268259
Kāman,India,,1268266
Kamalganj,India,,1268276
Kāmākhyānagar,India,,1268279
Kalyani,India,,1268293
Kalyān,India,,1268295
Kalugumalai,India,,1268310
Kālpi,India,,1268325
Kalpatta,India,,1268327
Kalol,India,,1268338
Kālol,India,,1268339
Kālna,India,,1268341
Kalmeshwar,India,,1268344
Kallidaikurichi,India,,1268360
Kallakkurichchi,India,,1268376
Kālka,India,,1268381
Kāliyāganj,India,,1268383
Kālimpong,India,,1268403
Kalghatgi,India,,1268434
Kālāvad,India,,1268450
Kālānwāli,India,,1268469
Kalānaur,India,,1268476
Kalamnūri,India,,1268480
Kalamb,India,,1268484
Kalakkādu,India,,1268495
Kalāyat,India,,1268501
Kakrāla,India,,1268540
Kākori,India,,1268545
Kākināda,India,,1268561
Kakdwip,India,,1268566
Kakching,India,,1268567
Kaithal,India,,1268593
Kairāna,India,,1268601
Kaimori,India,,1268615
Kaimganj,India,,1268616
Kailāshahar,India,,1268622
Kailāras,India,,1268624
Kaikalūr,India,,1268627
Kāgal,India,,1268651
Kadūr,India,,1268662
Kadod,India,,1268667
Kadiri,India,,1268673
Kadi,India,,1268680
Kadayanallur,India,,1268707
Kānchrāpāra,India,,1268715
Kachhwa,India,,1268722
Kabrāi,India,,1268739
Junnar,India,,1268761
Jūnāgarh,India,,1268772
Jūnāgadh,India,,1268773
Jhumri Telaiya,India,,1268775
Jalandhar,India,,1268782
Shādīpur Julāna,India,,1268785
Jugsālai,India,,1268799
Jorhāt,India,,1268820
Jora,India,,1268823
Jalārpet,India,,1268834
Jogbani,India,,1268855
Jodiya Bandar,India,,1268863
Jodhpur,India,,1268865
Jodhpur,India,,1268866
Jintūr,India,,1268896
Jining,India,,1268902
Jīnd,India,,1268907
Jhūsi,India,,1268929
Jhunjhunūn,India,,1268936
Jhinjhāna,India,,1268961
Jhīnjhak,India,,1268962
Jharsuguda,India,,1268977
Jharia,India,,1268988
Jhārgrām,India,,1268990
Jhānsi,India,,1269006
Jhanjhārpur,India,,1269012
Jhālu,India,,1269019
Jhālrapātan,India,,1269020
Jhālod,India,,1269023
Jhalidā,India,,1269026
Jhālāwār,India,,1269027
Jhajjar,India,,1269042
Jhajha,India,,1269046
Jhābua,India,,1269053
Jewar,India,,1269056
Jevargi,India,,1269057
Jetpur,India,,1269065
Jeypore,India,,1269092
Jainagar,India,,1269093
Jaynagar Majilpur,India,,1269094
Jayamkondacholapuram,India,,1269102
Jāwad,India,,1269126
Jaunpur,India,,1269135
Jatāra,India,,1269153
Jatani,India,,1269154
Jaswantnagar,India,,1269158
Jaspur,India,,1269168
Jasidih,India,,1269175
Jashpur Nagar,India,,1269177
Jasdan,India,,1269179
Jarwal,India,,1269183
Jaorā,India,,1269217
Jānsath,India,,1269227
Jānjgīr,India,,1269239
Jangipur,India,,1269247
Jangaon,India,,1269256
Jandiāla,India,,1269269
Jāmuria,India,,1269280
Jāmul,India,,1269289
Jamūī,India,,1269291
Jāmtāra,India,,1269298
Jamshedpur,India,,1269300
Jamnagar,India,,1269317
Jammu,India,,1269321
Jammalamadugu,India,,1269323
Jamkhandi,India,,1269328
Jambusar,India,,1269350
Gogri Jamālpur,India,,1269373
Jamālpur,India,,1269374
Jāmai,India,,1269377
Jāmadoba,India,,1269379
Jalpāiguri,India,,1269388
Jalor,India,,1269392
Jālna,India,,1269395
Jalgaon Jamod,India,,1269406
Jalgaon,India,,1269407
Jaleshwar,India,,1269413
Jalesar,India,,1269415
Jālaun,India,,1269422
Jalālpur,India,,1269435
Jalalpore,India,,1269439
Jalālī,India,,1269441
Jalālābād,India,,1269445
Jalālābad,India,,1269446
Jalālābād,India,,1269447
Jājpur,India,,1269477
Jaito,India,,1269488
Jaitāran,India,,1269498
Jaisingpur,India,,1269502
Jaisalmer,India,,1269507
Jais,India,,1269509
Jaipur,India,,1269515
Jahāzpur,India,,1269545
Jahāngīrābād,India,,1269551
Jahānābād,India,,1269557
Jagtiāl,India,,1269562
Jagraon,India,,1269564
Jaggayyapeta,India,,1269570
Jagdīspur,India,,1269573
Jagdīshpur,India,,1269574
Jagdalpur,India,,1269578
Jagatsinghapur,India,,1269581
Jagalūr,India,,1269602
Jagādhri,India,,1269605
Jāfarābād,India,,1269612
Jabalpur,India,,1269633
Etmadpur,India,,1269646
Itārsi,India,,1269653
Itanagar,India,,1269655
Islāmpur,India,,1269665
Islāmpur,India,,1269666
Islāmnagar,India,,1269670
Irugūr,India,,1269690
Irinjālakuda,India,,1269693
Iringal,India,,1269694
Malda,India,,1269723
Indri,India,,1269731
Indore,India,,1269743
Indi,India,,1269751
Indergarh,India,,1269752
Indāpur,India,,1269761
Imphāl,India,,1269771
Ilkal,India,,1269784
Igatpuri,India,,1269810
Idar,India,,1269818
Idappadi,India,,1269819
Ichchāpuram,India,,1269827
Ichalkaranji,India,,1269834
Hyderābād,India,,1269843
Hadagalli,India,,1269849
Husainābād,India,,1269862
Hunsūr,India,,1269873
Hungund,India,,1269876
Hukeri,India,,1269908
Hugli,India,,1269910
Hubli,India,,1269920
Howli,India,,1269927
Hosūr,India,,1269934
Hospet,India,,1269935
Hoskote,India,,1269936
Hoshiārpur,India,,1269937
Narmadapuram,India,,1269939
Hosdurga,India,,1269943
Honnāli,India,,1269970
Honnavar,India,,1269976
Homnābād,India,,1269979
Hole Narsipur,India,,1269985
Holalkere,India,,1269990
Hojāi,India,,1269993
Hodal,India,,1270000
Hisua,India,,1270021
Hisar,India,,1270022
Hiriyūr,India,,1270032
Hirekerūr,India,,1270036
Hīrākud,India,,1270059
Hinjilikatu,India,,1270066
Hingoli,India,,1270072
Hinganghāt,India,,1270077
Hindupur,India,,1270079
Hindoria,India,,1270082
Hindaun,India,,1270090
Himatnagar,India,,1270099
Hilsa,India,,1270102
Hazāribāgh,India,,1270164
Hāveri,India,,1270171
Hatta,India,,1270185
Hāthras,India,,1270216
Hastināpur,India,,1270237
Hassan,India,,1270239
Hāsimāra,India,,1270245
Hasanpur,India,,1270251
Harūr,India,,1270265
Harsūd,India,,1270271
Harpanahalli,India,,1270287
Harpālpur,India,,1270291
Hārij,India,,1270343
Harihar,India,,1270349
Haridwar,India,,1270351
Hardoī,India,,1270370
Harda Khās,India,,1270375
Hāpur,India,,1270393
Howrah,India,,1270396
Hanumāngarh,India,,1270407
Hānsi,India,,1270417
Hāngal,India,,1270435
Handiā,India,,1270437
Hamīrpur,India,,1270454
Hamīrpur,India,,1270455
Halvad,India,,1270466
Hālol,India,,1270474
Haliyal,India,,1270482
Hālīsahar,India,,1270484
Haldwani,India,,1270498
Haldaur,India,,1270509
Hājo,India,,1270522
Hājīpur,India,,1270525
Hailākāndi,India,,1270530
Hāflong,India,,1270543
Hadgāon,India,,1270554
Hābra,India,,1270568
Gyānpur,India,,1270576
Gwalior,India,,1270583
Guskhara,India,,1270598
Guruvāyūr,India,,1270603
Guru Har Sahāi,India,,1270612
Gursarāi,India,,1270618
Gursahāiganj,India,,1270619
Gurmatkāl,India,,1270627
Gurugram,India,,1270642
Gunupur,India,,1270667
Guntur,India,,1270668
Guntakal,India,,1270670
Gunnaur,India,,1270674
Gundlupēt,India,,1270686
Guna,India,,1270711
Gummidipundi,India,,1270718
Gumlā,India,,1270722
Gumia,India,,1270723
Guledagudda,India,,1270750
Kalaburagi,India,,1270752
Gulāothi,India,,1270759
Gulābpura,India,,1270763
Gūduvāncheri,India,,1270787
Gūdūr,India,,1270791
Gudiyatham,India,,1270800
Gudivāda,India,,1270801
Gudalur,India,,1270820
Gubbi,India,,1270824
Goyerkāta,India,,1270845
Govardhan,India,,1270863
Gosāba,India,,1270896
Gorantla,India,,1270923
Gorakhpur,India,,1270926
Gorakhpur,India,,1270927
Gorai,India,,1270937
Gobichettipalayam,India,,1270947
Gopālganj,India,,1270965
Gooty,India,,1270974
Gondiā,India,,1270990
Gondal,India,,1270994
Gondā City,India,,1270996
Gomoh,India,,1271005
Gola Gokarannāth,India,,1271049
Golāghāt,India,,1271050
Gokavaram,India,,1271062
Gokarna,India,,1271064
Gokak,India,,1271067
Gohāna,India,,1271079
Gohadi,India,,1271083
Godhra,India,,1271107
Godda,India,,1271113
Gobindpur,India,,1271131
Gobārdānga,India,,1271142
Goālpāra,India,,1271151
Gīrīdīh,India,,1271175
Gingee,India,,1271199
Giddarbāha,India,,1271212
Giddalūr,India,,1271213
Ghugus,India,,1271244
Ghoti Budrukh,India,,1271250
Ghosī,India,,1271259
Ghogardīha,India,,1271286
Ghazīpur,India,,1271306
Ghāziābād,India,,1271308
Ghātsīla,India,,1271319
Ghātanji,India,,1271343
Ghātampur,India,,1271345
Ghātāl,India,,1271346
Gharaunda,India,,1271363
Gevrai,India,,1271413
Gaya,India,,1271439
Gauripur,India,,1271453
Gauribidanur,India,,1271459
Gaurela,India,,1271464
Guwahati,India,,1271476
Garhwa,India,,1271493
Garui,India,,1271495
Gariadhar,India,,1271533
Garhshankar,India,,1271538
Garhmuktesar,India,,1271543
Garhākota,India,,1271563
Gannavaram,India,,1271613
Gangtok,India,,1271631
Gangolli,India,,1271642
Gangoh,India,,1271644
Gangāwati,India,,1271662
Gangārāmpur,India,,1271670
Gangāpur,India,,1271675
Gangāpur,India,,1271676
Gangāpur,India,,1271680
Gangānagar,India,,1271685
Gangākher,India,,1271688
Gandhinagar,India,,1271715
Gāndhīdhām,India,,1271717
Gandevi,India,,1271722
Gāndarbal,India,,1271729
Gajraula,India,,1271780
Gajendragarh,India,,1271789
Gadwāl,India,,1271819
Gadhinglaj,India,,1271834
Gadhada,India,,1271839
Gādarwāra,India,,1271847
Gadag,India,,1271850
Fort Gloster,India,,1271871
Forbesganj,India,,1271874
Fīrozpur Jhirka,India,,1271881
Ferozepore,India,,1271883
Fīrozābād,India,,1271885
Ferokh,India,,1271888
Fāzilka,India,,1271891
Fatwa,India,,1271892
Fatehpur Sīkri,India,,1271900
Fatehpur,India,,1271910
Fatehpur,India,,1271911
Fatehpur,India,,1271912
Fatehgarh Chūriān,India,,1271923
Fatehganj West,India,,1271929
Fatehābād,India,,1271934
Fatehābād,India,,1271936
Farrukhnagar,India,,1271940
Farrukhābād,India,,1271942
Farīdpur,India,,1271947
Farīdkot,India,,1271949
Faridabad,India,,1271951
Farakka,India,,1271954
Fālākāta,India,,1271965
Faizpur,India,,1271975
Fyzābād,India,,1271976
Etāwah,India,,1271987
Erraguntla,India,,1272008
Erode,India,,1272013
Erāttupetta,India,,1272022
Erandol,India,,1272025
Emmiganūr,India,,1272045
Eluru,India,,1272051
Elūr,India,,1272052
Ellenabad,India,,1272061
Elamanchili,India,,1272084
Egra,India,,1272101
Dwārka,India,,1272140
Durgapur,India,,1272175
Durgāpur,India,,1272177
Durg,India,,1272181
Dūngarpur,India,,1272201
Ganj Dundwāra,India,,1272207
Dumraon,India,,1272225
Dumra,India,,1272229
Dumka,India,,1272237
Dum Duma,India,,1272242
Dam Dam,India,,1272243
Duliajan,India,,1272259
Dugda,India,,1272277
Dubrājpur,India,,1272320
Dornakal,India,,1272367
Dorāha,India,,1272375
Dongargarh,India,,1272396
Dondaicha,India,,1272411
Dombivli,India,,1272423
Doddaballapura,India,,1272473
Doda,India,,1272476
Diu,India,,1272502
Deesa,India,,1272513
Diphu,India,,1272525
Dīnhāta,India,,1272532
Dindori,India,,1272540
Dindigul,India,,1272543
Dīnānagar,India,,1272546
Dimāpur,India,,1272552
Digras,India,,1272596
Dīglūr,India,,1272606
Dighwāra,India,,1272610
Digboi,India,,1272629
Dīg,India,,1272639
Dīdwāna,India,,1272640
Bicholim,India,,1272646
Dibrugarh,India,,1272648
Dibai,India,,1272653
Diamond Harbour,India,,1272657
Dhūri,India,,1272670
Dhupgāri,India,,1272674
Dhuliān,India,,1272689
Dhūlia,India,,1272691
Dhubri,India,,1272694
Dhrol,India,,1272699
Dhrāngadhra,India,,1272701
Dhoraji,India,,1272720
Dhone,India,,1272722
Dholka,India,,1272733
Dhing,India,,1272768
Dhenkānāl,India,,1272780
Dhekiajuli,India,,1272790
Dhaurahra,India,,1272802
Dhaulpur,India,,1272805
Dhārūr,India,,1272819
Dhāruhera,India,,1272822
Dharamsala,India,,1272832
Dharmavaram,India,,1272842
Dharmapuri,India,,1272847
Dharmanagar,India,,1272852
Dharmadam,India,,1272856
Dharmābād,India,,1272857
Dhāriwāl,India,,1272860
Dhāri,India,,1272861
Dharapuram,India,,1272873
Dharangaon,India,,1272874
Dharampur,India,,1272881
Dhār,India,,1272892
Dhanera,India,,1272962
Dhandhuka,India,,1272970
Dhanbad,India,,1272979
Dhanaura,India,,1272983
Dhanaula,India,,1272985
Dhamtari,India,,1272997
Dhāmpur,India,,1273002
Dhāmnod,India,,1273006
Dhāka,India,,1273043
Dewas,India,,1273066
Deoli,India,,1273083
Devgarh,India,,1273098
Devgadh Bāriya,India,,1273104
Devarkonda,India,,1273109
Devanhalli,India,,1273123
Devakottai,India,,1273128
Deūlgaon Rāja,India,,1273136
Deshnoke,India,,1273153
Dergaon,India,,1273166
Dera Māndi,India,,1273171
Depālpur,India,,1273181
Deori Khās,India,,1273191
Deoria,India,,1273193
Deoraniān,India,,1273206
Deoli,India,,1273228
Deolāli,India,,1273232
Deoghar,India,,1273241
Deogarh,India,,1273246
Deoband,India,,1273265
Denkanikota,India,,1273272
Delhi Cantonment,India,,1273292
Delhi,India,,1273294
Dehra Dūn,India,,1273313
Davorlim,India,,1273367
Davangere,India,,1273368
Dausa,India,,1273369
Daund,India,,1273374
Daudnagar,India,,1273390
Dattāpur,India,,1273397
Datia,India,,1273403
Dātāganj,India,,1273409
Dasūya,India,,1273410
Dāsna,India,,1273416
Daryāpur,India,,1273434
Dārwha,India,,1273440
Darsi,India,,1273448
Dārjiling,India,,1273467
Darbhanga,India,,1273491
Dandeli,India,,1273574
Dinapore,India,,1273581
Damoh,India,,1273587
Dāmnagar,India,,1273593
Daman,India,,1273618
Daltonganj,India,,1273626
Dalsingh Sarai,India,,1273628
Dalkola,India,,1273642
Dākor,India,,1273665
Dohad,India,,1273687
Dahegām,India,,1273704
Dāhānu,India,,1273708
Dādri,India,,1273724
Dabwāli,India,,1273745
Dabra,India,,1273751
Daboh,India,,1273756
Dabhoi,India,,1273766
Dabhel,India,,1273770
Cuttack,India,,1273780
Curti,India,,1273784
Curchorem,India,,1273788
Cuncolim,India,,1273793
Cumbum,India,,1273795
Kadapa,India,,1273800
Cuddalore,India,,1273802
Kundapura,India,,1273834
Colonelganj,India,,1273850
Colgong,India,,1273856
Calangute,India,,1273858
Coimbatore,India,,1273865
Cochin,India,,1273874
Clement Town,India,,1273880
Chūru,India,,1273892
Churāchāndpur,India,,1273909
Chunār,India,,1273923
Chotila,India,,1273960
Chorwād,India,,1273970
Chopda,India,,1273992
Chodavaram,India,,1274020
Rampachodavaram,India,,1274021
Chittūr,India,,1274032
Chittoor,India,,1274033
Chittaurgarh,India,,1274040
Chittaranjan,India,,1274043
Chitradurga,India,,1274056
Chītāpur,India,,1274077
Chidawa,India,,1274102
Chīrāla,India,,1274106
Chīpurupalle,India,,1274116
Chiplūn,India,,1274119
Chintāmani,India,,1274129
Chinna Salem,India,,1274146
Chinnamanūr,India,,1274151
Chincholi,India,,1274169
Chillupār,India,,1274195
Chilakalūrupet,India,,1274213
Chikodi,India,,1274218
Chiknāyakanhalli,India,,1274219
Chikmagalūr,India,,1274220
Chikhli,India,,1274237
Chik Ballāpur,India,,1274243
Chīka,India,,1274252
Chidambaram,India,,1274256
Chicholi,India,,1274265
Chhoti Sādri,India,,1274284
Chhota Udepur,India,,1274285
Chhindwāra,India,,1274304
Chhibrāmau,India,,1274315
Chhatarpur,India,,1274336
Chhatarpur,India,,1274337
Chhātāpur,India,,1274342
Chhāta,India,,1274343
Chharra,India,,1274346
Chhaprauli,India,,1274351
Chāpra,India,,1274353
Chhāpar,India,,1274359
Chhala,India,,1274369
Chhabra,India,,1274381
Chettipālaiyam,India,,1274389
Chetput,India,,1274394
Chennimalai,India,,1274422
Chengannūr,India,,1274428
Chengam,India,,1274429
Chengalpattu,India,,1274430
Chetwayi,India,,1274468
Chaksu,India,,1274532
Chatrapur,India,,1274533
Chatrā,India,,1274536
Chās,India,,1274553
Charthāwal,India,,1274560
Charkhi Dādri,India,,1274571
Charkhāri,India,,1274574
Chāpar,India,,1274618
Channarāyapatna,India,,1274640
Channapatna,India,,1274641
Channagiri,India,,1274642
Changanācheri,India,,1274664
Chāndor,India,,1274673
Chāndūr Bāzār,India,,1274674
Chāndūr,India,,1274675
Chāndur,India,,1274676
Chānda,India,,1274693
Chandrakona,India,,1274699
Chāndpur,India,,1274714
Chandigarh,India,,1274746
Chanderi,India,,1274755
Chanduasi,India,,1274767
Chandauli,India,,1274770
Chandannagar,India,,1274784
Chānasma,India,,1274807
Chamrajnagar,India,,1274821
Chāmpa,India,,1274837
Chamba,India,,1274848
Challapalle,India,,1274861
Challakere,India,,1274862
Chālisgaon,India,,1274868
Chalāla,India,,1274874
Chakradharpur,India,,1274890
Chaklāsi,India,,1274896
Chākia,India,,1274899
Chākan,India,,1274914
Chāībāsa,India,,1274928
Canning,India,,1274984
Kannur,India,,1274987
Kolkata,India,,1275004
Byādgi,India,,1275016
Buxar,India,,1275019
Burla,India,,1275050
Burhar,India,,1275066
Burhānpur,India,,1275068
Būndu,India,,1275097
Būndi,India,,1275103
Buldāna,India,,1275117
Bulandshahr,India,,1275120
Budhlāda,India,,1275147
Budhāna,India,,1275152
Budaun,India,,1275163
Brājarājnagar,India,,1275194
Brahmapur,India,,1275198
Botad,India,,1275218
Borsad,India,,1275230
Borivli,India,,1275248
Bongaigaon,India,,1275321
Mumbai,India,,1275339
Bolpur,India,,1275346
Bokāro,India,,1275362
Bokajān,India,,1275364
Boisar,India,,1275368
Bodināyakkanūr,India,,1275388
Bodh Gaya,India,,1275389
Bodhan,India,,1275391
Bobbili,India,,1275406
Biswān,India,,1275435
Bissāu,India,,1275441
Bishnupur,India,,1275462
Bisauli,India,,1275476
Bīsalpur,India,,1275481
Birūr,India,,1275488
Bīrpur,India,,1275499
Birmitrapur,India,,1275506
Binka,India,,1275558
Bindki,India,,1275572
Etāwa,India,,1275582
Bilthra,India,,1275589
Bilsi,India,,1275590
Bilsanda,India,,1275593
Bilimora,India,,1275610
Bilhaur,India,,1275614
Bilgrām,India,,1275618
Bilgi,India,,1275619
Bīlāspur,India,,1275634
Bilāspur,India,,1275637
Bilāsipāra,India,,1275641
Bilāri,India,,1275646
Bilāra,India,,1275647
Bikramganj,India,,1275655
Bikram,India,,1275656
Bīkaner,India,,1275665
Bijnor,India,,1275679
Bijbehara,India,,1275692
Bijāwar,India,,1275694
Bījāpur,India,,1275700
Bijapur,India,,1275701
Bihtā,India,,1275712
Bihār Sharīf,India,,1275716
Bihārīganj,India,,1275719
Bidhūna,India,,1275732
Bīdar,India,,1275738
Biaora,India,,1275762
Kīl Bhuvanagiri,India,,1275768
Bhusāval,India,,1275778
Bhundsi,India,,1275793
Bhūm,India,,1275804
Bhuj,India,,1275812
Bhudgaon,India,,1275814
Bhubaneswar,India,,1275817
Bhuban,India,,1275818
Bhor,India,,1275836
Bhopāl,India,,1275841
Bhongīr,India,,1275848
Bhongaon,India,,1275849
Bhogpur,India,,1275882
Bhiwāni,India,,1275899
Bhiwandi,India,,1275901
Bhitarwār,India,,1275905
Bhīnmāl,India,,1275920
Bhinga,India,,1275921
Bhindār,India,,1275925
Bhind,India,,1275926
Bhīmunipatnam,India,,1275930
Bhimavaram,India,,1275947
Bhīlwāra,India,,1275960
Bhiloda,India,,1275966
Bhilai,India,,1275971
Bhīkhi,India,,1275977
Bhikangaon,India,,1275978
Bhelai,India,,1276003
Bhāyāvadar,India,,1276013
Bhayandar,India,,1276014
Bhawānipatna,India,,1276023
Bhawānīgarh,India,,1276026
Bhawāni Mandi,India,,1276027
Bhavnagar,India,,1276032
Bhavāni,India,,1276037
Bhattiprolu,India,,1276054
Bhātpāra,India,,1276058
Bhatkal,India,,1276067
Bathinda,India,,1276070
Bhātāpāra,India,,1276084
Bhasāwar,India,,1276092
Bharwāri,India,,1276095
Bharūch,India,,1276100
Bharthana,India,,1276103
Bharatpur,India,,1276128
Bhānvad,India,,1276147
Bhānpurī,India,,1276151
Bhānpura,India,,1276152
Bhanjanagar,India,,1276159
Bhānder,India,,1276178
Bhandāra,India,,1276191
Bhālki,India,,1276219
Bhaisa,India,,1276249
Bhainsdehi,India,,1276265
Bhāgalpur,India,,1276300
Bhadreswar,India,,1276320
Bhadrāvati,India,,1276321
Bhadrakh,India,,1276325
Bhadrāchalam,India,,1276328
Bhādra,India,,1276330
Bhadohi,India,,1276335
Bhadaur,India,,1276353
Bhādāsar,India,,1276355
Bhachāu,India,,1276370
Bhabhua,India,,1276371
Bhābhar,India,,1276375
Beypore,India,,1276378
Bewar,India,,1276381
Betūl,India,,1276389
Bettiah,India,,1276393
Betamcherla,India,,1276416
Beri Khās,India,,1276437
Berasia,India,,1276449
Beohāri,India,,1276455
Bemetāra,India,,1276478
Belūr,India,,1276486
Belsand,India,,1276495
Belonia,India,,1276502
Bellary,India,,1276509
Belagavi,India,,1276533
Beldānga,India,,1276548
Bela,India,,1276574
Behror,India,,1276589
Behat,India,,1276600
Begusarai,India,,1276609
Begūn,India,,1276615
Begamganj,India,,1276621
Bedi,India,,1276627
Beāwar,India,,1276634
Bāzpur,India,,1276642
Bayāna,India,,1276652
Bayad,India,,1276653
Bawāni Khera,India,,1276660
Bawāna,India,,1276663
Bāwal,India,,1276666
Baud,India,,1276686
Batāla,India,,1276720
Baswa,India,,1276724
Bāsudebpur,India,,1276731
Bastī,India,,1276736
Bāsoda,India,,1276752
Basni,India,,1276754
Basmat,India,,1276757
Basi,India,,1276764
Basi,India,,1276765
Basi,India,,1276767
Basavana Bāgevādi,India,,1276782
Basavakalyān,India,,1276783
Barwāni,India,,1276810
Barwāla,India,,1276815
Bāruni,India,,1276829
Baruipur,India,,1276832
Bārsi,India,,1276856
Barpeta,India,,1276867
Barpāli,India,,1276870
Barnāla,India,,1276895
Bārmer,India,,1276901
Barki Saria,India,,1276919
Barkā Kānā,India,,1276927
Barjala,India,,1276938
Bari Sādri,India,,1276939
Bāri,India,,1276948
Barhiya,India,,1276954
Bārh,India,,1276977
Bargi,India,,1276982
